Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %",Total Distance per 90,Running Distance per 90 (15-20 km/h),HSR Distance per 90 (20-25 km/h),Sprinting Distance per 90 (+25 km/h),HI Distance per 90 (+20 km/h),Meter/Min,Max Speed (km/h),Count Medium Acceleration per 90 (1.5 m/s² to 3 m/s²),Count High Acceleration per 90 (+3 m/s²),Count Medium Deceleration per 90 (-1.5 m/s² to -3 m/s²),Count High Deceleration per 90 (-3 m/s²),Count HSR per 90 (20-25 km/h),Count Sprint per 90 (+25 km/h),Count HI per 90 (+20 km/h)
José Fonte,Casa Pia AC,Casa Pia AC,CB,40,100000,2025-06-30,6,597,0,0.62,0,0,8.29,54.55,Portugal,Portugal,right,191,83,no,6.18,2.26,73.33,3.32,54.55,0.45,0.6,0.75,4.07,5.44,0.6,2,0.3,0,0,0.3,0,0,0,0.09,0,0,2,0.3,50,0,0,0.15,100,0,0,0.15,100,0,0.3,0,0.75,40,0.6,0,0,25.63,0,0.15,35.73,89.87,9.65,78.13,2.11,92.86,20.65,94.89,31.96,94.81,3.62,45.83,20.42,40.25,0,0,0,0,0,0,0,3.17,57.14,0,0,0,0,0,0,3.92,61.54,0,,0,,0,0,0,0,,,1.66,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Ricardo Batista,Casa Pia AC,Casa Pia AC,GK,37,100000,2025-06-30,1,101,0,0,0,0,1.78,50,Portugal,"Portugal, Angola",left,193,86,no,1.78,0.89,0,0.89,100,0,0,0,1.78,3.33,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.71,0,0,24.06,85.19,9.8,63.64,0,0,14.26,100,21.39,95.83,2.67,0,23.5,50.38,0,0,0,0,0,0,0,0.89,0,0,0,0,0,0,0,2.67,0,1,0.89,2,1.78,0,50,0.82,0.73,-0.18,-0.16,0,1.78,0.89,,,,0,0,0,,,,,,,,,,,,,,
Rúben Fernandes,Gil Vicente,Gil Vicente,LCB,38,100000,2025-06-30,6,575,0,1,0,0.08,6.57,66.67,Portugal,Portugal,left,187,79,no,8.3,2.66,82.35,1.41,44.44,0.47,0.6,0.31,5.63,7.15,0.47,0,0,0,0,0.47,0,0,0,0.16,0,0,5,0.78,40,0,0,0.16,100,0.16,100,0,0,0,0,0,0.31,50,1.57,0.47,0,39.13,0.31,0.16,53.53,87.43,18.78,70,3.44,95.45,27.39,100,44.92,93.38,8.45,55.56,23.2,37.14,0.01,0.16,0,0,0,0,0,5.32,58.82,0.47,0,0.16,0,0.31,0.16,8.77,62.5,0,,0,,0,0,0,0,,,3.13,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Simão,AVS ,AVS ,GK,31,100000,2026-06-30,4,407,0,0,0,0,0.44,100,Brazil,Brazil,right,190,87,no,1.55,0,0,0.44,100,0,0,0,1.55,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,0.44,0.22,16.14,84.93,6.41,65.52,0,0,9.29,100,12.16,96.36,3.76,52.94,30.62,46.7,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0,3.54,56.25,7,1.55,18,3.98,1,61.11,6.79,1.5,-0.21,-0.046,0,1.33,0.44,,,,0,0,0,,,,,,,,,,,,,,
Y. Mena,AVS ,AVS ,"CF, RAMF",24,75000,2025-06-30,4,64,0,0.13,0,0,26.72,42.11,Colombia,Colombia,left,176,74,no,7.03,5.63,50,7.03,0,1.41,2.5,0,2.81,5,4.22,2,2.81,0,0,1.41,0,0,0,0.19,0,0,1,1.41,0,0,0,0,0,0,0,0,0,0,4.22,33.33,8.44,66.67,1.41,0,0,4.22,0,7.03,4.22,33.33,0,0,2.81,50,1.41,0,4.22,33.33,0,0,8.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,
André Sousa,Nacional,Nacional,"DMF, RDMF",34,75000,2025-06-30,3,66,0,0,0,0.3,9.55,42.86,Portugal,Portugal,left,181,77,no,8.18,4.09,66.67,1.36,0,0,0,2.73,5.45,7.5,1.36,1,1.36,0,0,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36,100,1.36,100,1.36,0,0,25.91,0,0,30,72.73,8.18,33.33,4.09,100,12.27,88.89,21.82,81.25,8.18,50,24.85,37.93,0.41,1.36,0,0,0,0,0,9.55,42.86,0,0,1.36,100,0,0,6.82,60,0,,0,,0,0,0,0,,,0,,,0,0,0,1.36,0,0,,,,,,,,,,,,,,
Nenê,AVS ,AVS ,CF,41,50000,2025-06-30,3,253,2,0.67,0,0.37,20.28,33.33,Brazil,Brazil,right,183,78,no,1.42,1.07,66.67,5.34,26.67,0,0,0,0.71,0.8,1.07,1,0.36,0,0,1.42,0.71,2,0.71,0.24,1,0.36,9,3.2,33.33,22.222,0,0.36,0,0,0,0.36,0,0,0,0,6.76,31.58,2.85,0.36,0,15.65,2.49,1.42,16.72,78.72,4.62,69.23,3.56,80,5.69,93.75,14.23,77.5,2.13,100,22.67,42.84,0.13,1.07,0,0,0.36,100,0.36,3.2,77.78,1.42,75,0.71,100,1.07,0,2.49,100,0,,0,,0,0,0,0,,,0,,,0.71,0.71,0,0,0,0,,,,,,,,,,,,,,
Miguel Lopes,Estrela Amadora,Estrela Amadora,RCB,37,50000,2025-06-30,3,300,0,0,0,0,12.3,68.29,Portugal,Portugal,right,183,80,no,6.9,4.5,66.67,4.2,71.43,0,0,0,3.9,5.27,1.2,2,0.6,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,100,2.1,71.43,0.3,0.9,0,33,0,1.5,48.3,83.23,20.1,74.63,1.8,100,24.3,92.59,40.5,91.11,7.8,42.31,24.52,40.41,0,0,0,0,0,0,0,6,60,0.6,50,0.6,0,0.3,0,8.1,62.96,0,,0,,0,0,0,0,,,1.8,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Luís Rocha,Santa Clara,Santa Clara,"CB, RCB",38,50000,2026-06-30,3,301,0,0,0,0,8.07,70.37,Portugal,Portugal,right,186,90,no,6.58,3.59,75,1.79,66.67,0,0,0.9,3.89,5.65,0.9,1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,100,0,0,0,14.35,0,0.3,25.71,80.23,10.47,65.71,2.39,100,10.47,85.71,20.63,88.41,5.08,47.06,21.29,31.77,0,0,0,0.3,0,0,0,2.69,33.33,0.3,0,0.6,50,0,0,4.78,62.5,0,,0,,0,0,0,0,,,1.79,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Jorge Teixeira,AVS ,AVS ,"CB, LCB, CF",38,25000,2025-06-30,3,69,0,0,0,0,9.13,42.86,Portugal,Portugal,right,188,87,no,5.22,1.3,100,6.52,40,0,0,0,3.91,5,2.61,1,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,5.22,75,2.61,50,1.3,100,1.3,100,2.61,100,2.61,50,5.34,5.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,
M. Svensson,Casa Pia AC,Casa Pia AC,LWF,22,0,,1,6,0,0,0,0,,,Spain,Spain,unknown,182,0,no,,,,,,,0,,,0,,0,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.45,45.45,,,,,,,,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,
T. de Looi,Famalicão,Famalicão,RCMF,25,0,,1,28,0,0.03,0,0,,,Netherlands,Netherlands,unknown,186,0,no,,,,,,,0,,,10,,0,,0,,,,0,,,0,,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,0,,,,,,,,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,
João Pinto,Gil Vicente U23,Gil Vicente,LCMF,21,0,,1,4,0,0,0,0,,,Portugal,Portugal,right,181,69,no,,,,,,,0,,,0,,0,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,
Evanilson,Bournemouth,Porto,LAMF,24,0,,1,13,0,0,0,0,,,Brazil,Brazil,right,183,77,no,,,,,,,0,,,0,,0,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.43,0,,,,,,,,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,
Mateus Fernandes,Southampton,Sporting CP,LWF,20,0,,1,29,0,0.01,1,0.05,,,Portugal,Portugal,right,178,72,no,,,,,,,0,,,0,,0,,0,,,,0,,,0,,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.8,48.22,,,,,,,,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,
Samuel Lobato,Famalicão,Famalicão,LW,22,0,,2,19,0,0,0,0,,,Portugal,Portugal,right,184,78,no,,,,,,,0,,,0,,1,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.01,0,,,,,,,,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,
M. De Amorim,Famalicão,Famalicão,LDMF,19,0,,1,27,0,0,0,0,,,France,"France, Portugal",right,174,70,no,,,,,,,0,,,0,,0,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.08,36.65,,,,,,,,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,
J. Mutombo,Gil Vicente,Gil Vicente,"LB, RW",22,0,,1,21,0,0,0,0,,,France,"France, Congo DR",right,190,76,no,,,,,,,0,,,0,,0,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.73,42.73,,,,,,,,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,
Guilherme Liberato,Moreirense,Moreirense,"DMF, RCMF, RDMF",23,0,2028-06-30,4,66,0,0,0,0,17.73,61.54,Brazil,Brazil,right,184,78,no,6.82,8.18,50,4.09,66.67,0,0,0,2.73,3.75,2.73,0,0,0,0,1.36,0,0,0,0,0,0,0,0,0,0,0,1.36,100,0,0,1.36,100,0,0,0,2.73,50,1.36,1.36,0,28.64,0,0,40.91,86.67,12.27,88.89,6.82,100,15,81.82,36.82,88.89,2.73,50,20.38,28.09,0,0,0,0,0,0,0,5.45,75,0,0,1.36,100,0,0,5.45,25,0,,0,,0,0,0,0,,,1.36,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Rodrigo Ribeiro,AVS ,AVS ,CF,19,0,,2,103,0,0.18,0,0,29.71,41.18,Portugal,Portugal,right,185,72,yes,5.24,3.5,100,10.49,41.67,0,0,0.87,1.75,1.88,1.75,0,0,0,0,1.75,0,0,0,0.16,0,0,2,1.75,0,0,0,0.87,0,0,0,0.87,0,0,2.62,66.67,13.98,25,5.24,2.62,0,12.23,6.99,0.87,15.73,50,4.37,40,6.12,57.14,1.75,50,14.85,52.94,0,0,7.61,0,0,0,0,0,0,0,0,2.62,33.33,0.87,0,0,0,0,0,2.62,33.33,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,
João Tomé,Rio Ave,Rio Ave,"RB, RWB",21,0,,4,205,0,0,0,0.17,14.05,46.88,Portugal,Portugal,right,187,79,no,7.9,8.34,52.63,1.76,50,0,0,0.44,3.51,4.53,2.63,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,3.51,37.5,0,0,3.51,37.5,0.44,0.88,100,3.07,42.86,0.88,1.76,0,15.8,0.88,1.32,23.71,64.81,9.22,47.62,1.32,100,11.41,76.92,16.68,73.68,3.51,50,20.54,21.02,0.07,0.88,0,0,0,0,0,2.2,80,3.95,66.67,0,0,1.32,1.32,8.34,63.16,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Petterson,Estrela Amadora,Estrela Amadora,LW,20,0,,1,33,0,0.21,0,0,,,Brazil,Brazil,right,181,76,yes,,,,,,,0,,,0,,0,,0,,,,0,,,0,,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.58,0,,,,,,,,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,
João Rêgo,Benfica II,Benfica,LAMF,19,0,,1,14,0,0,0,0,,,Portugal,Portugal,right,183,65,no,,,,,,,0,,,0,,0,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.97,0,,,,,,,,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,
Manuel Keliano,Estrela Amadora,Estrela Amadora,RCMF,21,0,,4,242,0,0.04,0,0.01,18.97,41.18,Angola,Angola,right,185,78,no,8.55,8.18,59.09,1.86,40,0.37,0.51,0,3.35,4.58,2.98,3,1.12,0,0,1.12,0,0,0,0.01,0,0,2,0.74,0,0,0,0.74,0,0,0,0.74,0,0,1.86,60,5.58,33.33,1.12,0,0,21.94,0,0.74,37.19,90,11.16,83.33,7.81,100,12.27,90.91,34.59,94.62,1.86,40,20.15,34.36,0,0.37,0,0,0,0,0,7.44,85,0,0,0,0,0,0,3.72,90,0,,0,,0,0,0,0,,,0.74,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Gustavo Mendonça,AVS ,AVS ,LCMF,21,0,,1,26,0,0,0,0,,,Portugal,Portugal,right,178,72,no,,,,,,,0,,,3.75,,0,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.43,0,,,,,,,,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,
Alysson,Santa Clara,Santa Clara,LCB,21,0,,2,173,0,0,0,0,7.28,42.86,Brazil,Brazil,right,183,77,no,4.68,2.6,60,1.56,66.67,0,0,0,3.12,4.29,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,20,0,0.52,0.52,42.14,0.52,0,55.66,93.46,23.41,86.67,2.6,100,28.09,100,50.98,96.94,4.68,55.56,24.09,46.77,0,0,0,0.52,0,0,0,9.88,78.95,0.52,0,0,0,0,0,11.45,81.82,0,,0,,0,0,0,0,,,1.56,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Depú,Gil Vicente,Gil Vicente,"CF, AMF",24,0,,3,60,0,0.88,0,0,28.5,15.79,Angola,Angola,right,187,83,no,1.5,3,50,6,50,0,0,0,0,0,1.5,0,0,0,0,1.5,0,0,0,1.32,0,0,2,3,50,0,0,0,0,0,0,0,0,0,1.5,0,15,0,4.5,1.5,0,9,3,0,10.5,85.71,3,100,4.5,100,0,0,10.5,85.71,0,0,7.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,
J. Gorby,Sporting Braga,Sporting Braga,"LDMF, LCMF, RAMF",22,0,,4,111,0,0,0,0,20.27,64,France,"France, Haiti",right,181,69,no,10.54,9.73,75,1.62,50,0.81,1.36,0.81,2.43,4.09,1.62,1,0.81,0,0,1.62,0,0,0,0,0,0,0,0,0,0,0,0.81,100,0.81,100,0,0,0,0.81,100,8.92,54.55,0,1.62,0,38.92,0,3.24,51.89,84.38,10.54,61.54,9.73,91.67,24.32,93.33,46.22,87.72,4.86,50,21,32.39,0,0,0,0,0,0,0,11.35,71.43,3.24,50,0.81,0,0,0.81,8.92,63.64,0,,0,,0,0,0,0,,,1.62,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Isaac,Nacional,Nacional,"LW, CF, LWF",20,0,,4,110,1,0.32,0,0,22.09,37.04,Brazil,"Brazil, Croatia",right,185,78,yes,6.55,5.73,71.43,1.64,50,0,0,0,2.45,3.75,1.64,1,0.82,0,0,2.45,0.82,1,0.82,0.27,0,0,2,1.64,50,50,0,0,0,0,0,0,0,0,5.73,28.57,10.64,23.08,3.27,0,0,12.27,4.09,0.82,16.36,85,2.45,33.33,6.55,100,3.27,100,14.73,88.89,1.64,50,12.85,22.09,0,0,0.82,0,0,0,0,2.45,66.67,0.82,0,0,0,0,0,0.82,100,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Zé Vitor,Nacional,Nacional,LCB,23,0,2027-06-30,6,583,0,0.57,0,0,14.67,64.21,Brazil,Brazil,left,189,89,no,10.81,5.71,78.38,6.17,62.5,0.15,0.21,0.31,6.17,8.33,0.93,3,0.46,0,0,0.31,0,0,0,0.09,0,0,6,0.93,16.67,0,0,0.15,0,0.15,0,0,0,0,0.15,100,1.39,33.33,1.08,0.46,0,30.1,0.93,0.15,46.31,81,18.37,69.75,2.47,87.5,22.54,90.41,39.37,88.24,6.95,40,24.18,44.91,0,0,0,0,0,0,0,5.71,40.54,0.62,0,1.23,25,0,0,7.72,62,0,,0,,0,0,0,0,,,1.54,,,0.46,0.46,0,0,0,0,,,,,,,,,,,,,,
Tiago Reis,Nacional,Nacional,CF,25,0,2027-06-30,4,214,0,1.05,0,0.02,17.24,46.34,Brazil,Brazil,right,184,75,no,1.68,2.1,40,7.15,58.82,0,0,0,0.84,1.33,1.26,1,0.42,0,0,0.84,0,0,0,0.44,0,0,8,3.36,25,0,0,0,0,0,0,0,0,0,0.42,0,4.21,30,4.63,0,0,6.31,0.84,0.84,12.2,68.97,2.1,60,3.79,88.89,3.79,55.56,11.78,67.86,0.42,100,15.98,7.32,0.01,0.42,0,0,0,0,0,0.84,50,0,0,0,0,0,0,0.84,50,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Martim Fernandes,Porto,Porto,RB,18,0,,5,370,0,0.27,0,0.81,16.3,43.28,Portugal,Portugal,right,181,67,no,6.81,6.32,50,1.7,28.57,0.49,0.86,0,3.16,5.57,1.22,0,0,0,0,2.92,0,0,0,0.06,0,0,1,0.24,100,0,0,2.19,44.44,0,0,2.19,44.44,0.49,2.19,77.78,5.35,50,1.7,0.49,0.24,29.19,2.19,0.24,38.19,81.53,10.7,63.64,10.7,97.73,10.22,92.86,33.08,86.03,2.92,58.33,18.92,31.77,0.2,1.46,0,0,0.24,0,0.97,4.38,55.56,2.68,54.55,0.97,25,1.46,0.97,5.59,73.91,0,,0,,0,0,0,0,,,0.73,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Kaio César,Vitória Guimarães,Vitória Guimarães,"RAMF, RWF, RW",20,0,,5,352,1,0.67,0,0.11,19.43,43.42,Brazil,Brazil,left,168,66,yes,4.09,4.35,29.41,0.77,33.33,0.26,0.31,0,2.56,3.09,1.28,1,0.26,0,0,4.86,0.26,1,0.26,0.17,0,0,5,1.28,60,20,0,2.05,50,0.26,0,1.79,57.14,0,4.09,68.75,10.48,48.78,2.05,4.09,0.51,14.57,1.02,3.84,18.92,82.43,4.35,88.24,6.9,88.89,3.84,66.67,16.36,87.5,0.51,50,15.47,14.55,0.03,0.51,0.51,0,0.26,100,0.26,1.28,80,2.3,66.67,0.26,100,0.77,1.02,3.32,92.31,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Alberto Baio,Vitória Guimarães,Vitória Guimarães,RB,20,0,2026-06-30,1,34,0,0,0,0,,,Portugal,Portugal,right,186,78,no,,,,,,,0,,,22.5,,0,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.93,0,,,,,,,,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,
Gustavo Silva,Vitória Guimarães,Vitória Guimarães,"RWF, RAMF, LAMF",25,0,,4,90,0,0,0,0,24,41.67,Brazil,Brazil,right,180,72,no,14,4,75,6,16.67,0,0,1,11,19.41,3,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,16.67,0,0,6,16.67,0,5,40,7,42.86,2,2,1,8,1,2,18,50,4,50,1,100,5,40,11,63.64,1,100,26.03,3.18,0,0,0,0,1,0,0,2,0,2,0,1,0,1,0,2,50,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Samu Omorodion,Porto,Porto,CF,20,0,,3,135,3,1.36,0,0.15,25.33,34.21,Spain,"Spain, Nigeria",right,193,80,no,0.67,1.33,50,6,66.67,0,0,0,0,0,2,1,0.67,0,0,2.67,2,3,2,0.9,1,0.67,4,2.67,75,75,0,0,0,0,0,0,0,0,3.33,20,13.33,20,5.33,0,0,12,1.33,2,14,95.24,2.67,75,4,83.33,3.33,100,14,95.24,0,0,12.93,0,0.1,1.33,0,0,0,0,0.67,1.33,100,0.67,100,0,0,0.67,0,1.33,100,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Caio Santana,Estrela Amadora,Estrela Amadora,"RW, RAMF, LB",20,0,,4,79,0,0.03,0,0,26.2,47.83,Brazil,Brazil,left,188,80,no,10.25,9.11,100,3.42,33.33,0,0,0,1.14,2.5,0,0,0,0,0,1.14,0,0,0,0.03,0,0,1,1.14,0,0,0,1.14,0,0,0,1.14,0,0,4.56,25,12.53,18.18,1.14,1.14,0,13.67,2.28,1.14,22.78,55,10.25,55.56,1.14,0,7.97,71.43,19.37,64.71,2.28,0,27.44,28.56,0,0,0,0,0,0,0,3.42,33.33,1.14,0,0,0,0,0,7.97,42.86,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Tiago Gabriel,Estrela Amadora U23,Estrela Amadora,"RCB, LCB",19,0,,3,306,0,0.47,0,0,13.24,66.67,Portugal,Portugal,unknown,0,0,no,9.12,5,94.12,5.29,50,0.29,0.63,0.59,4.12,8.75,0.29,0,0,0,0,0.29,0,0,0,0.14,0,0,2,0.59,0,0,0,0.29,0,0,0,0.29,0,0,0.29,100,1.76,66.67,1.18,0.59,0,27.06,0.59,1.18,40.59,84.78,17.65,73.33,0,0,20.88,95.77,35,89.08,5.29,61.11,23.45,42.98,0,0,0,0,0,0,0,5,52.94,0.59,0,0,0,0,0,7.94,66.67,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Bilal Abdelrahman,Estrela Amadora,Estrela Amadora,AMF,20,0,,1,16,0,0.05,0,0.17,,,France,"France, Egypt",right,182,79,no,,,,,,,0,,,15,,0,,0,,,,0,,,0,,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.93,0,,,,,,,,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,
João Costa,Santa Clara,Santa Clara,CF,24,0,,3,44,1,1.06,0,0,,,Portugal,Portugal,right,185,80,no,,,,,,,0,,,2.73,,0,,0,,,,1,,,0,,2,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.57,0,,,,,,,,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,
Igor Jesus,Estrela Amadora,Estrela Amadora,"RDMF, RCMF",21,0,,2,141,0,0.19,0,0,24.26,42.11,Brazil,Brazil,right,179,76,no,7.02,6.38,40,3.19,40,0.64,1.43,0.64,3.83,8.57,2.55,1,0.64,0,0,3.19,0,0,0,0.12,0,0,7,4.47,28.57,0,0,0,0,0,0,0,0,0,3.83,50,12.77,40,0.64,1.28,0.64,23.62,0,2.55,38.3,85,16.6,80.77,5.11,87.5,9.57,93.33,36.38,85.96,1.91,66.67,15.48,47.16,0,0.64,0,0,0.64,0,0,7.02,90.91,0.64,100,0,0,0,0,5.11,75,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Diogo Travassos,Estrela Amadora,Estrela Amadora,"LB, RB",20,0,,2,141,0,0.01,0,0,21.06,51.52,Portugal,Portugal,right,176,72,yes,13.4,9.57,80,3.19,40,0,0,0.64,5.74,12.86,1.28,0,0,0,0,2.55,0,0,0,0.01,0,0,2,1.28,0,0,0,1.91,33.33,1.91,33.33,0,0,0,4.47,42.86,7.66,25,0,1.28,0,15.32,0.64,0.64,27.45,76.74,8.94,57.14,5.11,100,8.94,78.57,19.79,87.1,5.74,55.56,20.62,18.42,0,0.64,0,0,0,0,0,3.83,50,3.19,40,0.64,0,0,0.64,5.11,75,0,,0,,0,0,0,0,,,0.64,,,0,0,0,0,0,0,,,,,,,,,,,,,,
Danilo Veiga,Estrela Amadora,Estrela Amadora,RB,21,0,,5,444,0,0.16,0,0.07,18.85,56.99,Portugal,"Portugal, Brazil",right,183,75,no,9.53,8.11,72.5,3.04,66.67,0.2,0.33,0.61,3.45,5.54,1.01,2,0.41,0,0,2.03,0,0,0,0.03,0,0,2,0.41,0,0,0,3.04,46.67,0,0,3.04,46.67,0.2,1.42,42.86,4.86,45.83,0.81,1.01,0,28.18,1.01,2.03,35.88,75.14,11.96,50.85,5.68,100,11.55,85.96,28.78,83.8,4.66,39.13,20.11,41.4,0.01,0.41,0,0,0.2,0,0,4.66,43.48,2.84,50,0.41,0,0.2,1.01,7.3,66.67,0,,0,,0,0,0,0,,,0.2,,,0.2,0,0,0,0,0,,,,,,,,,,,,,,
